SalePrice;YearBuilt;Size(sqf);Floor;N_FacilitiesNearBy(Hospital);N_FacilitiesNearBy(Mall);N_FacilitiesNearBy(ETC);N_SchoolNearBy(University);N_FacilitiesInApt
199115;2005;743;22;2;1 ;5 ;4 ;7
246902;2008;914;19;1;1 ;0 ;2 ;8
99823;2014;288;15;1;1 ;0 ;2 ;2
260176;1993;1761;24;2;1 ;5 ;5 ;4
99823;2014;288;16;1;1 ;0 ;2 ;2
292035;2007;1394;10;2;2 ;0 ;2 ;4
153982;1993;644;16;2;1 ;5 ;5 ;4
228318;2008;829;3;1;1 ;0 ;2 ;8
130088;1992;644;11;1;1 ;1 ;4 ;3
241150;2008;829;11;1;1 ;0 ;2 ;8
192035;1986;914;10;1;0 ;1 ;1 ;4
245132;2006;1192;2;1;1 ;2 ;1 ;4
324610;2007;1643;16;1;1 ;0 ;2 ;10
228318;2006;903;6;1;1 ;2 ;1 ;4
339513;2007;1643;22;1;1 ;0 ;2 ;10
353982;2007;1387;35;1;1 ;0 ;2 ;10
184955;1986;914;4;1;0 ;1 ;1 ;4
209734;1986;1131;4;1;0 ;1 ;1 ;4
358407;2007;1387;39;1;1 ;0 ;2 ;10
136283;1997;644;13;1;1 ;1 ;3 ;5
88495;1997;430;10;1;1 ;1 ;3 ;5
110176;1997;558;4;1;1 ;1 ;3 ;5
251327;2006;910;17;1;1 ;1 ;2 ;5
252212;2006;910;17;1;1 ;1 ;2 ;5
212389;2006;814;1;1;1 ;1 ;2 ;5
283185;2007;1483;5;1;1 ;0 ;1 ;5
365486;2007;1690;25;1;1 ;0 ;1 ;5
386725;2006;1743;20;1;1 ;0 ;2 ;5
148672;1993;644;3;2;1 ;5 ;5 ;4
195575;1993;914;11;2;1 ;5 ;5 ;4
155752;1993;644;15;2;1 ;5 ;5 ;4
344247;2007;1448;30;2;2 ;0 ;2 ;4
171681;1992;914;15;1;1 ;1 ;4 ;3
246017;2008;829;12;1;1 ;0 ;2 ;8
160176;1993;644;11;2;1 ;5 ;5 ;4
70796;1992;355;2;1;1 ;5 ;5 ;3
109734;1992;576;14;1;1 ;5 ;5 ;3
167256;2005;572;14;2;1 ;5 ;4 ;7
244247;2007;914;27;2;2 ;0 ;2 ;4
226548;2005;914;15;2;1 ;5 ;4 ;7
105309;2014;288;13;1;1 ;0 ;2 ;2
238938;2008;829;7;1;1 ;0 ;2 ;8
98407;2014;288;5;1;1 ;0 ;2 ;2
256637;2008;914;16;1;1 ;0 ;2 ;8
154867;1993;644;15;2;1 ;5 ;5 ;4
243362;2008;829;14;1;1 ;0 ;2 ;8
114601;1992;576;8;1;1 ;5 ;5 ;3
247787;2008;1167;1;1;1 ;0 ;2 ;8
64159;1992;355;9;1;1 ;5 ;5 ;3
178761;1992;914;5;1;1 ;1 ;4 ;3
274336;2007;868;6;1;1 ;0 ;2 ;10
356637;2007;1643;2;1;1 ;0 ;2 ;10
322150;2007;1643;6;1;1 ;0 ;2 ;10
349557;2007;1643;18;1;1 ;0 ;2 ;10
184070;1986;914;3;1;0 ;1 ;1 ;4
245575;1986;1377;7;1;0 ;1 ;1 ;4
167256;1978;903;6;2;1 ;0 ;2 ;3
267699;2007;868;24;1;1 ;0 ;2 ;10
386469;2007;1928;28;1;1 ;0 ;2 ;10
185840;1986;914;12;1;0 ;1 ;1 ;4
247787;2006;910;8;1;1 ;1 ;2 ;5
226548;2006;811;5;1;1 ;1 ;2 ;5
225663;2006;910;2;1;1 ;1 ;2 ;5
86283;1985;587;5;1;1 ;2 ;0 ;3
57522;2014;160;19;1;0 ;1 ;1 ;1
307079;2007;1483;20;1;1 ;0 ;1 ;5
345132;2007;1690;5;1;1 ;0 ;1 ;5
307079;2007;1444;28;1;1 ;0 ;1 ;5
256637;2006;914;3;1;1 ;0 ;2 ;5
232743;2006;818;14;1;1 ;0 ;2 ;5
203539;2005;743;9;2;1 ;5 ;4 ;7
200000;2005;743;6;2;1 ;5 ;4 ;7
178761;1993;914;2;2;1 ;5 ;5 ;4
168141;2005;572;10;2;1 ;5 ;4 ;7
64601;1992;355;11;1;1 ;5 ;5 ;3
254424;1993;2337;15;2;1 ;5 ;5 ;4
105752;2014;288;10;1;1 ;0 ;2 ;2
139823;1992;644;11;1;1 ;1 ;4 ;3
153097;1993;644;10;2;1 ;5 ;5 ;4
321238;2007;1419;20;2;2 ;0 ;2 ;4
68141;1992;355;10;1;1 ;5 ;5 ;3
143362;2005;572;1;2;1 ;5 ;4 ;7
69026;1992;355;8;1;1 ;5 ;5 ;3
69026;1992;355;13;1;1 ;5 ;5 ;3
209734;2005;743;10;2;1 ;5 ;4 ;7
279646;2007;1419;4;2;2 ;0 ;2 ;4
253982;2008;1167;1;1;1 ;0 ;2 ;8
159292;2005;572;5;2;1 ;5 ;4 ;7
198230;2005;743;8;2;1 ;5 ;4 ;7
238938;2005;914;11;2;1 ;5 ;4 ;7
252212;2008;914;18;1;1 ;0 ;2 ;8
74778;2014;213;14;1;1 ;0 ;2 ;2
223893;2005;914;6;2;1 ;5 ;4 ;7
200000;2005;743;6;2;1 ;5 ;4 ;7
380530;2007;1387;40;1;1 ;0 ;2 ;10
300884;1986;2092;8;1;0 ;1 ;1 ;4
367256;2007;1643;18;1;1 ;0 ;2 ;10
132300;1978;779;1;2;1 ;0 ;2 ;3
367256;2007;1519;17;1;1 ;0 ;2 ;10
361823;2007;1928;11;1;1 ;0 ;2 ;10
156637;1978;903;8;2;1 ;0 ;2 ;3
222123;2006;903;13;1;1 ;2 ;1 ;4
285840;2007;868;24;1;1 ;0 ;2 ;10
371681;2007;1643;24;1;1 ;0 ;2 ;10
362831;2007;1643;25;1;1 ;0 ;2 ;10
343628;2007;1643;27;1;1 ;0 ;2 ;10
274336;2007;868;26;1;1 ;0 ;2 ;10
173451;1986;914;1;1;0 ;1 ;1 ;4
361946;2007;1387;40;1;1 ;0 ;2 ;10
368398;2007;1928;12;1;1 ;0 ;2 ;10
323088;2007;1643;8;1;1 ;0 ;2 ;10
260619;2009;910;13;1;0 ;2 ;1 ;5
292035;2009;1160;16;1;0 ;2 ;1 ;5
226991;2006;814;15;1;1 ;1 ;2 ;5
254867;2006;910;18;1;1 ;1 ;2 ;5
92920;1985;587;10;1;1 ;2 ;0 ;3
60176;2014;135;14;1;0 ;1 ;1 ;1
60176;2014;135;13;1;0 ;1 ;1 ;1
63893;2014;156;12;1;0 ;1 ;1 ;1
300884;2007;1483;19;1;1 ;0 ;1 ;5
295575;2007;1444;3;1;1 ;0 ;1 ;5
280088;2007;1483;6;1;1 ;0 ;1 ;5
362831;2007;1483;10;1;1 ;0 ;1 ;5
318584;2007;1483;13;1;1 ;0 ;1 ;5
75221;1986;451;10;1;1 ;1 ;2 ;3
349557;2006;1743;16;1;1 ;0 ;2 ;5
224690;2014;910;20;1;1 ;5 ;5 ;9
115044;1992;640;8;1;1 ;5 ;5 ;3
253982;2008;914;6;1;1 ;0 ;2 ;8
320353;2007;1419;21;2;2 ;0 ;2 ;4
302212;2007;1419;7;2;2 ;0 ;2 ;4
255752;2007;1103;9;2;2 ;0 ;2 ;4
246017;2007;914;17;2;2 ;0 ;2 ;4
130973;1992;644;10;1;1 ;1 ;4 ;3
103362;1992;576;11;1;1 ;5 ;5 ;3
225663;2005;914;13;2;1 ;5 ;4 ;7
155752;1993;644;20;2;1 ;5 ;5 ;4
261061;2008;914;11;1;1 ;0 ;2 ;8
230088;2005;914;18;2;1 ;5 ;4 ;7
157079;1993;644;3;2;1 ;5 ;5 ;4
169469;2005;572;16;2;1 ;5 ;4 ;7
154867;1993;644;6;2;1 ;5 ;5 ;4
206637;2005;743;22;2;1 ;5 ;4 ;7
171238;2014;640;22;1;1 ;5 ;5 ;9
192035;2005;743;1;2;1 ;5 ;4 ;7
295575;2008;1167;5;1;1 ;0 ;2 ;8
236283;2005;914;19;2;1 ;5 ;4 ;7
200884;1993;914;3;2;1 ;5 ;5 ;4
353982;2007;1519;11;1;1 ;0 ;2 ;10
347530;2007;1928;6;1;1 ;0 ;2 ;10
372566;2007;1519;18;1;1 ;0 ;2 ;10
218584;2006;857;6;1;1 ;2 ;1 ;4
278761;2007;868;24;1;1 ;0 ;2 ;10
199115;1986;914;11;1;0 ;1 ;1 ;4
269026;2007;868;3;1;1 ;0 ;2 ;10
377876;2007;1387;42;1;1 ;0 ;2 ;10
371681;2007;1643;7;1;1 ;0 ;2 ;10
471238;2007;1928;30;1;1 ;0 ;2 ;10
353982;2007;1387;19;1;1 ;0 ;2 ;10
207964;1986;1131;1;1;0 ;1 ;1 ;4
394353;2007;1928;20;1;1 ;0 ;2 ;10
367256;2007;1643;6;1;1 ;0 ;2 ;10
347345;2007;1643;2;1;1 ;0 ;2 ;10
272566;2007;868;11;1;1 ;0 ;2 ;10
225663;2006;903;9;1;1 ;2 ;1 ;4
389380;2007;1643;26;1;1 ;0 ;2 ;10
161061;1978;871;8;2;1 ;0 ;2 ;3
268141;2007;868;12;1;1 ;0 ;2 ;10
367256;2007;1387;19;1;1 ;0 ;2 ;10
113274;1997;558;12;1;1 ;1 ;3 ;5
134513;1997;644;6;1;1 ;1 ;3 ;5
295575;2013;910;18;1;1 ;0 ;3 ;7
300884;2013;910;22;1;1 ;0 ;3 ;7
292035;2013;910;12;1;1 ;0 ;3 ;7
300884;2013;910;28;1;1 ;0 ;3 ;7
234513;2006;811;16;1;1 ;1 ;2 ;5
243362;2006;910;18;1;1 ;1 ;2 ;5
220353;2006;814;2;1;1 ;1 ;2 ;5
250442;2006;910;7;1;1 ;1 ;2 ;5
60973;2014;135;18;1;0 ;1 ;1 ;1
296460;2007;1273;20;1;1 ;0 ;1 ;5
314159;2007;1483;15;1;1 ;0 ;1 ;5
302654;2007;1483;12;1;1 ;0 ;1 ;5
119469;1992;640;10;1;1 ;5 ;5 ;3
238938;1993;1761;17;2;1 ;5 ;5 ;4
318584;2007;1366;19;2;2 ;0 ;2 ;4
95221;2014;277;16;1;1 ;0 ;2 ;2
159292;1992;914;3;1;1 ;1 ;4 ;3
305309;2007;1394;5;2;2 ;0 ;2 ;4
299115;2007;1394;21;2;2 ;0 ;2 ;4
66371;1992;355;4;1;1 ;5 ;5 ;3
256637;1993;1451;2;2;1 ;5 ;5 ;4
175221;2005;572;18;2;1 ;5 ;4 ;7
259292;1993;1288;4;2;1 ;5 ;5 ;4
101327;2014;288;14;1;1 ;0 ;2 ;2
106194;1992;576;14;1;1 ;5 ;5 ;3
274336;2008;914;24;1;1 ;0 ;2 ;8
199115;1993;914;17;2;1 ;5 ;5 ;4
154867;1993;914;5;2;1 ;5 ;5 ;4
172566;2005;572;17;2;1 ;5 ;4 ;7
265486;1993;1761;9;2;1 ;5 ;5 ;4
242477;2008;829;3;1;1 ;0 ;2 ;8
158407;1993;644;7;2;1 ;5 ;5 ;4
203539;1993;914;16;2;1 ;5 ;5 ;4
318584;2007;1419;19;2;2 ;0 ;2 ;4
162743;1993;644;11;2;1 ;5 ;5 ;4
88318;2014;288;2;1;1 ;0 ;2 ;2
207964;1993;914;17;2;1 ;5 ;5 ;4
72920;2014;206;16;1;1 ;0 ;2 ;2
120353;1992;576;12;1;1 ;5 ;5 ;3
62831;1992;355;1;1;1 ;5 ;5 ;3
211946;2005;743;7;2;1 ;5 ;4 ;7
309734;2007;868;21;1;1 ;0 ;2 ;10
279646;2007;868;8;1;1 ;0 ;2 ;10
240707;2006;903;14;1;1 ;2 ;1 ;4
256637;2007;868;8;1;1 ;0 ;2 ;10
161946;1978;871;8;2;1 ;0 ;2 ;3
252212;1986;1377;2;1;0 ;1 ;1 ;4
238053;1986;1131;7;1;0 ;1 ;1 ;4
174336;1978;903;4;2;1 ;0 ;2 ;3
353982;2007;1643;5;1;1 ;0 ;2 ;10
292035;2007;868;15;1;1 ;0 ;2 ;10
230088;2006;903;7;1;1 ;2 ;1 ;4
269911;2007;868;14;1;1 ;0 ;2 ;10
274336;2007;868;5;1;1 ;0 ;2 ;10
361061;2007;1519;7;1;1 ;0 ;2 ;10
354123;2007;1643;9;1;1 ;0 ;2 ;10
310309;2007;1643;9;1;1 ;0 ;2 ;10
345902;2007;1643;11;1;1 ;0 ;2 ;10
282300;2007;868;19;1;1 ;0 ;2 ;10
265486;1986;1796;1;1;0 ;1 ;1 ;4
292035;2007;868;13;1;1 ;0 ;2 ;10
433628;2007;1643;35;1;1 ;0 ;2 ;10
290265;2007;868;5;1;1 ;0 ;2 ;10
256637;1986;1377;5;1;0 ;1 ;1 ;4
265486;2009;910;9;1;0 ;2 ;1 ;5
247787;2009;910;7;1;0 ;2 ;1 ;5
296460;2013;907;3;1;1 ;0 ;3 ;7
287610;2013;907;4;1;1 ;0 ;3 ;7
249557;2006;910;8;1;1 ;1 ;2 ;5
253982;2006;910;3;1;1 ;1 ;2 ;5
93362;1985;587;5;1;1 ;2 ;0 ;3
110619;1985;676;9;1;1 ;2 ;0 ;3
60176;2014;156;16;1;0 ;1 ;1 ;1
319469;2007;1444;20;1;1 ;0 ;1 ;5
318584;2007;1483;11;1;1 ;0 ;1 ;5
70796;1986;508;12;1;1 ;1 ;2 ;3
251769;2006;914;20;1;1 ;0 ;2 ;5
300884;2006;1149;25;1;1 ;0 ;2 ;5
344247;2006;1412;25;1;1 ;0 ;2 ;5
304424;2006;1149;10;1;1 ;0 ;2 ;5
240707;2006;818;14;1;1 ;0 ;2 ;5
349557;2006;1437;24;1;1 ;0 ;2 ;5
366371;2006;1412;26;1;1 ;0 ;2 ;5
237168;2005;914;10;2;1 ;5 ;4 ;7
172566;1993;644;12;2;1 ;5 ;5 ;4
154867;1993;644;18;2;1 ;5 ;5 ;4
61946;1992;355;7;1;1 ;5 ;5 ;3
170796;2005;572;4;2;1 ;5 ;4 ;7
190265;1993;914;2;2;1 ;5 ;5 ;4
333628;2007;1419;28;2;2 ;0 ;2 ;4
190265;2014;644;11;1;1 ;5 ;5 ;9
207079;1993;914;15;2;1 ;5 ;5 ;4
150442;1992;644;7;1;1 ;1 ;4 ;3
234513;2005;914;13;2;1 ;5 ;4 ;7
115044;1992;640;3;1;1 ;5 ;5 ;3
159734;1993;644;6;2;1 ;5 ;5 ;4
203539;1993;914;3;2;1 ;5 ;5 ;4
281415;2007;1103;22;2;2 ;0 ;2 ;4
274336;2007;1103;8;2;2 ;0 ;2 ;4
93097;2014;288;3;1;1 ;0 ;2 ;2
283185;1993;2337;14;2;1 ;5 ;5 ;4
265486;1993;2337;17;2;1 ;5 ;5 ;4
252212;2008;829;5;1;1 ;0 ;2 ;8
284955;1993;2337;14;2;1 ;5 ;5 ;4
152212;1993;644;4;2;1 ;5 ;5 ;4
260176;2008;829;15;1;1 ;0 ;2 ;8
211946;2005;743;19;2;1 ;5 ;4 ;7
309292;2007;1394;25;2;2 ;0 ;2 ;4
184955;1992;914;1;1;1 ;1 ;4 ;3
221238;1993;914;9;2;1 ;5 ;5 ;4
207079;1993;914;19;2;1 ;5 ;5 ;4
175663;2005;572;16;2;1 ;5 ;4 ;7
269911;2007;1103;5;2;2 ;0 ;2 ;4
283185;2007;1103;16;2;2 ;0 ;2 ;4
114159;1992;576;13;1;1 ;5 ;5 ;3
63274;1992;355;4;1;1 ;5 ;5 ;3
176548;1993;644;11;2;1 ;5 ;5 ;4
278761;2007;868;6;1;1 ;0 ;2 ;10
353982;2007;1387;21;1;1 ;0 ;2 ;10
353097;2007;1387;8;1;1 ;0 ;2 ;10
308849;2007;868;19;1;1 ;0 ;2 ;10
290265;2007;868;10;1;1 ;0 ;2 ;10
387610;2007;1643;19;1;1 ;0 ;2 ;10
402654;2007;1928;5;1;1 ;0 ;2 ;10
292035;2007;868;25;1;1 ;0 ;2 ;10
280530;2007;868;10;1;1 ;0 ;2 ;10
303539;2007;868;12;1;1 ;0 ;2 ;10
223008;2006;857;10;1;1 ;2 ;1 ;4
398230;2007;1519;24;1;1 ;0 ;2 ;10
271681;2007;868;11;1;1 ;0 ;2 ;10
273451;2007;868;3;1;1 ;0 ;2 ;10
300884;1986;1796;13;1;0 ;1 ;1 ;4
269911;2007;868;21;1;1 ;0 ;2 ;10
238938;1986;1313;6;1;0 ;1 ;1 ;4
268141;2007;868;4;1;1 ;0 ;2 ;10
396460;2007;1387;43;1;1 ;0 ;2 ;10
369628;2007;1928;9;1;1 ;0 ;2 ;10
423619;2007;1928;32;1;1 ;0 ;2 ;10
388690;2007;1928;24;1;1 ;0 ;2 ;10
348283;2007;1928;5;1;1 ;0 ;2 ;10
230088;2006;903;4;1;1 ;2 ;1 ;4
54867;1980;910;3;1;1 ;5 ;5 ;9
292035;2009;1160;17;1;0 ;2 ;1 ;5
265486;2009;910;14;1;0 ;2 ;1 ;5
264601;2009;910;6;1;0 ;2 ;1 ;5
265486;2009;910;9;1;0 ;2 ;1 ;5
314159;2013;907;20;1;1 ;0 ;3 ;7
287610;2013;907;5;1;1 ;0 ;3 ;7
331858;2013;910;13;1;1 ;0 ;3 ;7
291150;2013;910;4;1;1 ;0 ;3 ;7
232743;2006;814;15;1;1 ;1 ;2 ;5
210619;2006;636;16;1;1 ;1 ;2 ;5
224778;2006;636;20;1;1 ;1 ;2 ;5
212389;2006;636;7;1;1 ;1 ;2 ;5
264159;2006;910;14;1;1 ;1 ;2 ;5
53982;2014;135;12;1;0 ;1 ;1 ;1
53982;2014;135;13;1;0 ;1 ;1 ;1
343362;2007;1334;13;1;1 ;0 ;1 ;5
353097;2007;1483;17;1;1 ;0 ;1 ;5
398230;2007;1483;27;1;1 ;0 ;1 ;5
315929;2007;1483;12;1;1 ;0 ;1 ;5
159292;1986;910;15;1;1 ;1 ;2 ;3
87610;1986;508;4;1;1 ;1 ;2 ;3
252212;2006;914;7;1;1 ;0 ;2 ;5
247787;2006;818;20;1;1 ;0 ;2 ;5
345132;2006;1743;8;1;1 ;0 ;2 ;5
257522;2006;914;7;1;1 ;0 ;2 ;5
365486;2006;1743;23;1;1 ;0 ;2 ;5
308849;2006;1149;20;1;1 ;0 ;2 ;5
342477;2006;1743;3;1;1 ;0 ;2 ;5
282300;1993;2337;15;2;1 ;5 ;5 ;4
282053;1993;2337;6;2;1 ;5 ;5 ;4
280973;1993;2337;10;2;1 ;5 ;5 ;4
119469;1992;640;3;1;1 ;5 ;5 ;3
138938;1992;644;2;1;1 ;1 ;4 ;3
238053;2005;914;13;2;1 ;5 ;4 ;7
280530;2005;1184;3;2;1 ;5 ;4 ;7
219469;1993;914;23;2;1 ;5 ;5 ;4
226725;2014;914;21;0;0 ;0 ;0 ;10
101769;1992;576;1;1;1 ;5 ;5 ;3
194690;1993;914;3;2;1 ;5 ;5 ;4
159292;1993;644;9;2;1 ;5 ;5 ;4
232743;1992;1448;6;1;1 ;1 ;4 ;3
118584;1992;576;9;1;1 ;5 ;5 ;3
63716;1992;355;6;1;1 ;5 ;5 ;3
168141;1993;644;21;2;1 ;5 ;5 ;4
179646;2005;572;18;2;1 ;5 ;4 ;7
256637;1993;1761;1;2;1 ;5 ;5 ;4
284955;1993;1451;10;2;1 ;5 ;5 ;4
325221;2008;1167;15;1;1 ;0 ;2 ;8
103982;2014;288;15;1;1 ;0 ;2 ;2
184070;2005;572;19;2;1 ;5 ;4 ;7
152654;1992;644;16;1;1 ;1 ;4 ;3
155752;1993;644;3;2;1 ;5 ;5 ;4
139823;2005;572;21;2;1 ;5 ;4 ;7
290265;2007;1394;4;2;2 ;0 ;2 ;4
83902;2014;288;2;1;1 ;0 ;2 ;2
345132;2014;1092;18;1;1 ;5 ;5 ;9
383716;2007;1928;11;1;1 ;0 ;2 ;10
376867;2007;1928;14;1;1 ;0 ;2 ;10
398230;2007;1387;41;1;1 ;0 ;2 ;10
393805;2007;1643;9;1;1 ;0 ;2 ;10
211504;1986;1131;1;1;0 ;1 ;1 ;4
291150;2007;868;17;1;1 ;0 ;2 ;10
300000;2007;868;21;1;1 ;0 ;2 ;10
283185;2007;868;10;1;1 ;0 ;2 ;10
309734;2007;868;12;1;1 ;0 ;2 ;10
315044;2007;868;22;1;1 ;0 ;2 ;10
247787;2006;903;15;1;1 ;2 ;1 ;4
429203;2007;1928;24;1;1 ;0 ;2 ;10
274336;2007;868;8;1;1 ;0 ;2 ;10
314690;2007;1387;5;1;1 ;0 ;2 ;10
291150;2007;868;4;1;1 ;0 ;2 ;10
128318;1997;644;15;1;1 ;1 ;3 ;5
118584;1997;558;5;1;1 ;1 ;3 ;5
271681;2009;914;7;1;0 ;2 ;1 ;5
212389;2009;910;1;1;0 ;2 ;1 ;5
314159;2013;910;15;1;1 ;0 ;3 ;7
311504;2013;910;8;1;1 ;0 ;3 ;7
307079;2013;910;12;1;1 ;0 ;3 ;7
255752;2006;910;2;1;1 ;1 ;2 ;5
57522;2014;135;11;1;0 ;1 ;1 ;1
57522;2014;135;19;1;0 ;1 ;1 ;1
380530;2007;1483;22;1;1 ;0 ;1 ;5
384955;2007;1690;22;1;1 ;0 ;1 ;5
323008;2007;1273;21;1;1 ;0 ;1 ;5
348672;2007;1334;7;1;1 ;0 ;1 ;5
75221;1986;508;5;1;1 ;1 ;2 ;3
256637;2006;914;24;1;1 ;0 ;2 ;5
331858;2007;1394;10;2;2 ;0 ;2 ;4
292035;1993;2337;15;2;1 ;5 ;5 ;4
182743;1993;644;19;2;1 ;5 ;5 ;4
309734;1993;2337;15;2;1 ;5 ;5 ;4
315929;2007;1419;9;2;2 ;0 ;2 ;4
203539;1993;914;18;2;1 ;5 ;5 ;4
374336;2007;1366;11;2;2 ;0 ;2 ;4
349557;2007;1419;19;2;2 ;0 ;2 ;4
240707;2008;914;1;1;1 ;0 ;2 ;8
286725;2007;1103;6;2;2 ;0 ;2 ;4
286725;2008;1167;1;1;1 ;0 ;2 ;8
212389;2005;743;7;2;1 ;5 ;4 ;7
253097;2008;829;13;1;1 ;0 ;2 ;8
210619;2005;743;3;2;1 ;5 ;4 ;7
157964;1993;644;7;2;1 ;5 ;5 ;4
268141;2007;914;30;2;2 ;0 ;2 ;4
105752;2014;288;10;1;1 ;0 ;2 ;2
181415;1992;1448;6;1;1 ;1 ;4 ;3
246902;2005;914;18;2;1 ;5 ;4 ;7
118584;1992;576;11;1;1 ;5 ;5 ;3
310150;2007;1387;2;1;1 ;0 ;2 ;10
331265;2007;1387;7;1;1 ;0 ;2 ;10
320345;2007;1519;5;1;1 ;0 ;2 ;10
353716;2007;1643;12;1;1 ;0 ;2 ;10
365548;2007;1643;10;1;1 ;0 ;2 ;10
424778;2007;1928;16;1;1 ;0 ;2 ;10
238938;2006;903;1;1;1 ;2 ;1 ;4
221238;1986;914;5;1;0 ;1 ;1 ;4
442477;2007;1643;26;1;1 ;0 ;2 ;10
308849;2007;868;26;1;1 ;0 ;2 ;10
373743;2007;1643;16;1;1 ;0 ;2 ;10
238938;2006;903;2;1;1 ;2 ;1 ;4
381831;2007;1643;19;1;1 ;0 ;2 ;10
362601;2007;1643;11;1;1 ;0 ;2 ;10
296460;2007;868;19;1;1 ;0 ;2 ;10
347982;2007;1643;6;1;1 ;0 ;2 ;10
265486;2006;903;5;1;1 ;2 ;1 ;4
181415;1978;903;11;2;1 ;0 ;2 ;3
300442;2006;1192;5;1;1 ;2 ;1 ;4
393805;2007;1387;22;1;1 ;0 ;2 ;10
274336;2009;910;6;1;0 ;2 ;1 ;5
252212;2009;910;14;1;0 ;2 ;1 ;5
321238;2013;910;34;1;1 ;0 ;3 ;7
325663;2013;910;24;1;1 ;0 ;3 ;7
305309;2013;910;2;1;1 ;0 ;3 ;7
435398;2007;1629;22;1;1 ;0 ;1 ;5
371681;2007;1629;10;1;1 ;0 ;1 ;5
323008;2007;1273;12;1;1 ;0 ;1 ;5
362831;2007;1334;22;1;1 ;0 ;1 ;5
451327;2007;1690;26;1;1 ;0 ;1 ;5
83628;1986;508;11;1;1 ;1 ;2 ;3
371681;2006;1412;28;1;1 ;0 ;2 ;5
353097;2006;2056;2;1;1 ;0 ;2 ;5
385398;2006;2056;26;1;1 ;0 ;2 ;5
389380;2006;2056;7;1;1 ;0 ;2 ;5
407964;2006;2056;18;1;1 ;0 ;2 ;5
296460;2006;1149;2;1;1 ;0 ;2 ;5
380530;2006;1743;10;1;1 ;0 ;2 ;5
265486;2008;914;4;1;1 ;0 ;2 ;8
280530;2005;1184;21;2;1 ;5 ;4 ;7
243362;2005;914;6;2;1 ;5 ;4 ;7
250442;2005;914;17;2;1 ;5 ;4 ;7
137168;1992;644;1;1;1 ;1 ;4 ;3
247345;2005;914;21;2;1 ;5 ;4 ;7
117699;1992;576;1;1;1 ;5 ;5 ;3
190265;2005;572;19;2;1 ;5 ;4 ;7
174778;1993;644;19;2;1 ;5 ;5 ;4
73008;1992;355;6;1;1 ;5 ;5 ;3
255752;2008;829;20;1;1 ;0 ;2 ;8
96017;2014;288;6;1;1 ;0 ;2 ;2
250000;2005;914;16;2;1 ;5 ;4 ;7
255752;2008;829;20;1;1 ;0 ;2 ;8
176991;1992;914;17;1;1 ;1 ;4 ;3
261061;2005;914;14;2;1 ;5 ;4 ;7
259292;2008;829;11;1;1 ;0 ;2 ;8
294690;2008;1167;1;1;1 ;0 ;2 ;8
221238;2005;743;18;2;1 ;5 ;4 ;7
287610;2007;1103;18;2;2 ;0 ;2 ;4
291150;2008;914;16;1;1 ;0 ;2 ;8
103539;2014;288;11;1;1 ;0 ;2 ;2
243362;1986;1131;9;1;0 ;1 ;1 ;4
429203;2007;1643;12;1;1 ;0 ;2 ;10
408849;2007;1387;9;1;1 ;0 ;2 ;10
340707;2007;1387;2;1;1 ;0 ;2 ;10
290265;2007;868;8;1;1 ;0 ;2 ;10
292035;2007;868;14;1;1 ;0 ;2 ;10
285840;2009;910;9;1;0 ;2 ;1 ;5
318584;2013;910;6;1;1 ;0 ;3 ;7
309734;2013;910;21;1;1 ;0 ;3 ;7
309734;2013;910;1;1;1 ;0 ;3 ;7
265486;2006;910;1;1;1 ;1 ;2 ;5
276991;2006;910;11;1;1 ;1 ;2 ;5
105309;1985;587;9;1;1 ;2 ;0 ;3
60176;2014;163;13;1;0 ;1 ;1 ;1
62831;2014;135;11;1;0 ;1 ;1 ;1
442477;2007;1690;23;1;1 ;0 ;1 ;5
353982;2007;1334;13;1;1 ;0 ;1 ;5
368672;2007;1334;14;1;1 ;0 ;1 ;5
377876;2006;1743;16;1;1 ;0 ;2 ;5
262831;2006;818;15;1;1 ;0 ;2 ;5
282300;2006;914;4;1;1 ;0 ;2 ;5
374336;2006;1437;27;1;1 ;0 ;2 ;5
381415;2006;1412;11;1;1 ;0 ;2 ;5
290707;2006;914;6;1;1 ;0 ;2 ;5
140265;1992;640;3;1;1 ;5 ;5 ;3
290265;2008;914;21;1;1 ;0 ;2 ;8
265486;1993;1451;13;2;1 ;5 ;5 ;4
191150;2005;572;8;2;1 ;5 ;4 ;7
70353;1992;355;5;1;1 ;5 ;5 ;3
305309;1993;1761;15;2;1 ;5 ;5 ;4
263716;2005;914;18;2;1 ;5 ;4 ;7
115044;1992;640;5;1;1 ;5 ;5 ;3
283185;2007;914;13;2;2 ;0 ;2 ;4
203539;1993;914;4;2;1 ;5 ;5 ;4
73008;1992;355;15;1;1 ;5 ;5 ;3
261946;2008;914;3;1;1 ;0 ;2 ;8
228318;1993;914;16;2;1 ;5 ;5 ;4
254867;2008;829;3;1;1 ;0 ;2 ;8
251327;2005;914;11;2;1 ;5 ;4 ;7
221238;1993;914;17;2;1 ;5 ;5 ;4
190265;2005;572;12;2;1 ;5 ;4 ;7
371681;2007;1394;23;2;2 ;0 ;2 ;4
265486;2005;914;5;2;1 ;5 ;4 ;7
188495;2005;572;6;2;1 ;5 ;4 ;7
105309;2014;288;12;1;1 ;0 ;2 ;2
327433;1993;2337;17;2;1 ;5 ;5 ;4
101769;2014;288;8;1;1 ;0 ;2 ;2
